gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3962307427	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	nn68-yc18-wd44-ky34-bt31-fk13	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.62	-27.472	50.0						2009-07-13	13	7	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.884Z		
3962307426	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	sl87-wh70-ak75-sc17-rv92-af75	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.356	-28.944	50.0						2008-10-08	8	10	2008	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.881Z		
3962307425	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ld70-av39-tf11-wn79-ek48-wr37	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.902	-29.054	50.0						2008-09-03	3	9	2008	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.879Z		
3962307424	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	dq41-ma27-nl49-fs11-vw99-si99	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.612	-28.289	50.0						2017-08-19	19	8	2017	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.874Z		
3962307422	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	zu39-qy16-ji38-pe68-qk42-xd27	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.88	-29.053	50.0						2008-10-22	22	10	2008	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.872Z		
3962307421	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ie32-pp64-yl25-bj31-vp84-rg83	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.666	-27.328	50.0						2014-07-26	26	7	2014	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.867Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307420	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	co52-uj45-id99-il42-vf46-nw78	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.622	-27.29	50.0						2009-06-15	15	6	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.861Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307419	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	yf15-em25-em57-fz83-kl39-op11	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.355	-28.462	50.0						2018-05-08	8	5	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.854Z		
3962307418	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	tz38-qf82-dj46-ec28-bg79-ls24	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.28	-27.67	50.0						2008-10-18	18	10	2008	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.852Z		
3962307412	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	gm77-ie18-ti92-vd28-yc74-lj30	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.646	-27.215	50.0						2007-06-16	16	6	2007	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.850Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307411	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	gd37-hm98-cx49-zs16-ea10-xj92	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.616	-27.186	50.0						2007-10-19	19	10	2007	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.841Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307410	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	kz51-wh65-js91-jh21-wb15-cd18	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.724	-27.026	50.0						2004-09-13	13	9	2004	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.839Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307408	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	gz17-ue86-vu46-nw49-vd76-zt88	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.624	-27.339	50.0						2007-07-04	4	7	2007	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.834Z		
3962307406	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ow75-yn95-yi84-rt67-ba38-vg27	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.646	-27.265	50.0						1996-11-29	29	11	1996	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.830Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307405	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	nd84-ui83-ik44-qm88-wg19-rg47	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.781	-27.071	50.0						2009-11-08	8	11	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.820Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307404	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ak18-sb26-lv59-ba67-rt28-lq83	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.601	-27.232	50.0						2009-07-13	13	7	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.825Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307403	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	at45-wn34-nh34-lj55-mx24-my15	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.464	-25.717	50.0						2014-08-30	30	8	2014	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.817Z		
3962307402	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	hb24-nu35-yk68-xn66-ii79-ph97	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.712	-27.453	50.0						2018-07-09	9	7	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.808Z		
3962307401	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	nb88-ij34-vm54-og88-jx69-je64	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.321	-28.369	50.0						2018-05-15	15	5	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.804Z		
3962307400	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	di78-rk91-wi33-fy31-zl29-dn48	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.464	-28.721	50.0						2018-06-15	15	6	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.794Z		
3962307398	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	zm61-zk77-vh68-oc77-xe10-qh59	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.638	-26.294	50.0						2010-07-25	25	7	2010	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.791Z		
3962307396	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	no33-vk77-gp23-hf74-nu74-se68	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.476	-28.593	50.0						2018-05-09	9	5	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.787Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307395	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	fq72-nd69-cz10-wo37-hj30-mu60	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.609	-27.323	50.0						2009-06-15	15	6	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.781Z		
3962307394	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	us51-hu75-wm35-et48-ek85-it20	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.39	-28.431	50.0						2018-06-07	7	6	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.774Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307392	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ti52-bw35-an76-ba41-wc28-ke59	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.408	-28.678	50.0						2018-04-10	10	4	2018	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.767Z		
3962307391	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	uc18-ae69-sa47-hc69-pc39-sp70	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.622	-27.157	50.0						2009-05-17	17	5	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.762Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307389	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	if83-tl21-mj61-vn92-ez28-ko92	Animalia	Chordata	Testudines		Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	Dermochelys coriacea (Vandelli, 1761)	(Vandelli, 1761)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.636	-27.224	50.0						2007-07-26	26	7	2007	9789983	9789983	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.746Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307388	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	xc73-lt87-mq72-uo54-ko16-lu65	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.598	-27.364	50.0						2009-07-18	18	7	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.740Z		
3962307387	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	gs67-wc77-et84-pp56-xt51-nz45	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.109	-22.017	50.0						2016-04-19	19	4	2016	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.730Z		
3962307386	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ug19-lv57-xx97-iz32-qk71-sz96	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.708	-27.4	50.0						2009-06-15	15	6	2009	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.736Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307385	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	lm12-vc88-bw74-mq39-pz80-ox27	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.513	-24.0	50.0						2008-08-19	19	8	2008	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.723Z		
3962307384	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	do26-gg18-sg47-ae92-md33-tm36	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.626	-28.469	50.0						2017-10-03	3	10	2017	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.726Z		
3962307383	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	dz96-st61-ze34-ki71-hg92-gz76	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.646	-27.265	50.0						1996-06-04	4	6	1996	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.714Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307382	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	ew75-ho61-ej47-dp81-wu52-wb31	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.697	-27.035	50.0						1996-01-30	30	1	1996	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.710Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307381	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	hn84-mi32-zb80-jj73-pi48-kt54	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.633	-27.212	50.0						2015-03-19	19	3	2015	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.703Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307380	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	tr43-mf63-cq82-gz21-wq14-qx12	Animalia	Chordata	Testudines		Cheloniidae	Caretta	Caretta caretta		SPECIES	Caretta caretta (Linnaeus, 1758)	Caretta caretta (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.678	-27.044	50.0						2015-06-05	5	6	2015	8894817	8894817	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.697Z		CONTINENT_DERIVED_FROM_COORDINATES
3962307379	e9c133ef-aefa-456e-9fe6-61d1f7e5c170	nz87-ie73-au98-ru53-de64-lb62	Animalia	Chordata	Testudines		Cheloniidae	Chelonia	Chelonia mydas		SPECIES	Chelonia mydas (Linnaeus, 1758)	Chelonia mydas (Linnaeus, 1758)	(Linnaeus, 1758)	PT			PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.646	-27.265	50.0						2019-10-15	15	10	2019	2442225	2442225	HUMAN_OBSERVATION							CC_BY_4_0				Native	2024-01-25T01:38:34.687Z		CONTINENT_DERIVED_FROM_COORDINATES
