gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4440382334	ae7484b9-9372-4191-a0d6-384454a98895	KS19-NB70-CU41-SG94-BV56-RH61	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca	Phoca vitulina		SPECIES	Phoca vitulina Linnaeus, 1758	Phoca vitulina Linnaeus, 1758	Linnaeus, 1758	PT	Nordeste		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.8354	-25.142							2007-01-11	11	1	2007	2434793	2434793	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.991Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382333	ae7484b9-9372-4191-a0d6-384454a98895	YK13-TP76-VI25-OU90-HU65-CB51	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Santa Cruz		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.0905	-28.011							2011-12-30	30	12	2011	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.984Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382332	ae7484b9-9372-4191-a0d6-384454a98895	MB91-FC57-HG60-UJ98-AI34-NZ97	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Monachus	Monachus monachus		SPECIES	Monachus monachus (Hermann, 1779)	Monachus monachus (Hermann, 1779)	(Hermann, 1779)	PT	Vila do Porto		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.0	-25.083											2434779	2434779	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.980Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID
4440382331	ae7484b9-9372-4191-a0d6-384454a98895	IE91-LP69-EZ82-UT23-NJ10-IZ25	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Pagophilus	Pagophilus groenlandicus		SPECIES	Pagophilus groenlandicus (Erxleben, 1777)	Pagophilus groenlandicus (Erxleben, 1777)	(Erxleben, 1777)	PT	Horta		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5293	-28.621							2020-08-21	21	8	2020	2434801	2434801	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.964Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382330	ae7484b9-9372-4191-a0d6-384454a98895	HQ24-RO47-VE71-ME22-XI38-LT77	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	na		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba									2016-12		12	2016	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.962Z		
4440382329	ae7484b9-9372-4191-a0d6-384454a98895	GE18-EM73-TQ16-WU56-EA39-GG32	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Monachus	Monachus monachus		SPECIES	Monachus monachus (Hermann, 1779)	Monachus monachus (Hermann, 1779)	(Hermann, 1779)	PT	na		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.4333	-31.183							1905-05-27	27	5	1905	2434779	2434779	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.959Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382328	ae7484b9-9372-4191-a0d6-384454a98895	KA70-VH56-PT48-EP92-AU71-VO31	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca	Phoca vitulina		SPECIES	Phoca vitulina Linnaeus, 1758	Phoca vitulina Linnaeus, 1758	Linnaeus, 1758	PT	Ponta Delgada		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.7166	-25.633							1988-03		3	1988	2434793	2434793	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.956Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382327	ae7484b9-9372-4191-a0d6-384454a98895	VA29-DB62-TU12-ZF40-HX29-XT66	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca			GENUS	Phoca Linnaeus, 1758	Phoca sp.		PT	na		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.7	-25.483							2006-08-30	30	8	2006	2433485		HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.950Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382326	ae7484b9-9372-4191-a0d6-384454a98895	KZ53-DF23-IX50-EY13-KG77-KU67	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Santa Cruz		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.0104	-27.962							2011-12-25	25	12	2011	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.947Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382325	ae7484b9-9372-4191-a0d6-384454a98895	UJ52-DI42-ON28-WQ59-OQ29-GW99	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Pusa	Pusa hispida		SPECIES	Pusa hispida (Schreber, 1775)	Pusa hispida (Schreber, 1775)	(Schreber, 1775)	PT	Santa Cruz		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.05	-28.016							1970-11-20	20	11	1970	5219369	5219369	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.945Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382324	ae7484b9-9372-4191-a0d6-384454a98895	EV30-PS39-VZ89-BH84-NB11-UF70	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Monachus	Monachus monachus		SPECIES	Monachus monachus (Hermann, 1779)	Monachus monachus (Hermann, 1779)	(Hermann, 1779)	PT	Vila do Porto		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	36.9333	-24.85											2434779	2434779	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.942Z		RECORDED_DATE_INVALID
4440382323	ae7484b9-9372-4191-a0d6-384454a98895	EP26-OX13-JV68-KA84-HR39-AH55	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	na		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.783	-27.25							2007-04-26	26	4	2007	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.937Z		CONTINENT_DERIVED_FROM_COORDINATES
